pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,ra_reflink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orbper_reflink,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orblper_reflink,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbsmax_reflink,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbincl_reflink,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbtper_reflink,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_orbeccen_reflink,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_eqt_reflink,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_occdep_reflink,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_insol_reflink,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_dens_reflink,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_trandep_reflink,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_plx_reflink,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_dist_reflink,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_bmag_reflink,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_vmag_reflink,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_jmag_reflink,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_hmag_reflink,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_kmagstr,sy_kmag_reflink,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_umag_reflink,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_rmag_reflink,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_imag_reflink,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_zmag_reflink,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w1mag_reflink,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w2mag_reflink,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w3mag_reflink,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_w4mag_reflink,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gmag_reflink,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_gaiamag_reflink,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,sy_tmag_reflink,pl_controv_flag,pl_orbtper_systemref,pl_tranmid_systemref,st_metratio,st_spectype,st_spectype_reflink,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,sy_kepmag_reflink,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,st_rotp_reflink,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,pl_projobliq_reflink,gaia_id,cb_flag,pl_tranmid_reflink,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,pl_trandur_reflink,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_rvamp_reflink,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_radj_reflink,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_rade_reflink,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratror_reflink,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,pl_trueobliq_reflink,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,sy_icmag_reflink,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_ratdor_reflink,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_imppar_reflink,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmassj_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmasse_reflink,pl_bmassprov,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_teff_reflink,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_met_reflink,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_radv_reflink,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_vsin_reflink,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_lum_reflink,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_logg_reflink,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_age_reflink,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_mass_reflink,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_dens_reflink,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,st_rad_reflink,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,sy_snum,sy_pnum,sy_mnum,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pm_reflink,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,x,y,z,htm20
"OGLE-2016-BLG-1227L b","b","OGLE-2016-BLG-1227L",,,,"2020-03",2020,"Microlensing","Ground","OGLE","OGLE CCD Array","1.3 m Warsaw University Telescope","<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",265.5971250,"17h42m23.31s",-33.7597778,"-33d45m35.2s",355.52875,-1.93858,266.27974,-10.37734,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,,,,,,,,,3.400000,2.100000,-1.000000,0,"<div><span class="supersubNumber">3.4</span> <span class="superscript">+2.1</span><span class="subscript">-1.0</span> </div>","<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512000,,,0,"0.512","<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",,,,,,,,,,,,,,,,,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",0,,,,,,,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,,,,,,,,,,0,,,,,,,,,,,,,,1.240,,,0,"1.24","<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",13.900,,,0,"13.9","<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",,,,,,,,,,,,,,,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",0,,,,,,,,,,,,0.79000,1.30000,-0.39000,0,"<div><span class="supersubNumber">0.79</span> <span class="superscript">+1.30</span><span class="subscript">-0.39</span> </div>","<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",250.00000,413.00000,-120.00000,0,"<div><span class="supersubNumber">250</span> <span class="superscript">+413</span><span class="subscript">-120</span> </div>","<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>","Mass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,0.17,-0.05,0,"<div><span class="supersubNumber">0.10</span> <span class="superscript">+0.17</span><span class="subscript">-0.05</span> </div>","<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,,,,,"<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>",,,,,-0.06382385973040276,-0.82892132044581557,-0.55571211921234853,-768415656
"Kepler-276 c","c","Kepler-276",,,"TIC 138213510","2014-02",2013,"Transit","Space","Kepler","Kepler CCD Array","0.95 m Kepler Telescope","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",293.5681970,"19h34m16.37s",39.0363123,"+39d02m10.72s",72.30607,9.13322,307.64188,59.43368,"<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",31.88400000,,,0,"31.884","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",,,,,,,0.199400,,,0,".1994","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",86.920,,,0,"86.92","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",,,,,,,0.000000,,,0,"0","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",5.63000000000e+02,,,0,"563","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",,,,,,,19.79,1.91,-1.71,0,"<div><span class="supersubNumber">19.793</span><span class="superscript">+1.909</span><span class="subscript">-1.711</span></div>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>",3.740000,,,0,"3.74","<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",0.091000,0.003740,-0.003740,0,"0.09100&plusmn0.00374","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",2454993.206960,0.004530,-0.004530,0,"2454993.207&plusmn0.00453",1.0957200,0.0476100,-0.0476100,"1.09572&plusmn;0.04761",0.8462150,0.0336012,-0.0336012,"0.8462150&plusmn;0.0336012","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",1144.8600000,46.1500000,-42.7600000,"<div><span class="supersubNumber">1144.86</span><span class="superscript">+46.15</span><span class="subscript">-42.76</span></div>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",15.2280000,0.0640000,-0.0640000,"15.228&plusmn;0.064","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",15.4810000,0.1720000,-0.1720000,"15.481&plusmn;0.172","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",14.2340000,0.0260000,-0.0260000,"14.234&plusmn;0.026","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",13.8670000,0.0280000,-0.0280000,"13.867&plusmn;0.028","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",13.8380000,0.0530000,-0.0530000,"13.838&plusmn;0.053","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",,,,,"<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",15.2970000,,,"15.297","<a refstr=LATHAM_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005AAS...20711013L/abstract target=ref> Latham et al. 2005 </a>",15.1590000,,,"15.159","<a refstr=LATHAM_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005AAS...20711013L/abstract target=ref> Latham et al. 2005 </a>",15.0470000,,,"15.047","<a refstr=LATHAM_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005AAS...20711013L/abstract target=ref> Latham et al. 2005 </a>",13.8310000,0.0260000,-0.0260000,"13.831&plusmn;0.026","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",13.9670000,0.0350000,-0.0350000,"13.967&plusmn;0.035","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",12.6770000,,,"12.677","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",9.2560000,,,"9.256","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",15.8570000,,,"15.857","<a refstr=LATHAM_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005AAS...20711013L/abstract target=ref> Latham et al. 2005 </a>",15.3648000,0.0004210,-0.0004210,"15.364800&plusmn;0.000421","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",14.8896000,0.0084000,-0.0084000,"14.8896&plusmn;0.0084","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",0,,"BJD","[Fe/H]",,,15.368,,,"15.368","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",,,,,,,,,,,,,"Gaia DR2 2052304325169514880",0,"<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>",5.0990000,0.2100000,-0.2100000,0,"5.099&plusmn0.21","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",,,,,,,0.259,0.113,-0.025,0,"<div><span class="supersubNumber">0.259</span> <span class="superscript">+0.113</span><span class="subscript">-0.025</span></div>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",2.900,1.270,-0.280,0,"<div><span class="supersubNumber">2.90</span> <span class="superscript">+1.27</span><span class="subscript">-0.28</span></div>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",0.02815,0.00077,-0.00106,0,"<div><span class="supersubNumber">0.028153</span> <span class="superscript">+0.000766</span><span class="subscript">-0.001061</span> </div>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",17.440000,,,,,,,,,,,"<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",0,8.500000,-8.500000,0,"17.44&plusmn8.5","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0.3966,0.0561,-0.3965,0,"<div><span class="supersubNumber">0.3966</span> <span class="superscript">+0.0561</span><span class="subscript">-0.3965</span> </div>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0.05200,0.01400,-0.01100,0,"<div><span class="supersubNumber">0.052</span> <span class="superscript">+0.014</span><span class="subscript">-0.011</span></div>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",16.60000,4.40000,-3.60000,0,"<div><span class="supersubNumber">16.6</span> <span class="superscript">+4.4</span><span class="subscript">-3.6</span></div>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>","Mass",5779.00,78.00,-86.00,0,"<div><span class="supersubNumber">5779</span> <span class="superscript">+78</span><span class="subscript">-86</span> </div>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0.020,0.133,-0.164,0,"<div><span class="supersubNumber">0.0200</span><span class="superscript">+0.1330</span><span class="subscript">-0.1640</span></div>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>",,,,,,,,,,,,,-0.089,,,0,"-0.08947559","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",4.46,0.05,-0.30,0,"<div><span class="supersubNumber">4.46</span> <span class="superscript">+0.05</span><span class="subscript">-0.30</span> </div>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",0.400,2.100,-2.100,0,"0.4&plusmn2.1","<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>",1.10,0.22,-0.14,0,"<div><span class="supersubNumber">1.10</span> <span class="superscript">+0.22</span><span class="subscript">-0.14</span> </div>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",1.73156,0.74650,-0.34638,0,"<div><span class="supersubNumber">1.73156</span> <span class="superscript">+0.74650</span><span class="subscript">-0.34638</span> </div>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",1.03,0.45,-0.10,0,"<div><span class="supersubNumber">1.03</span> <span class="superscript">+0.45</span><span class="subscript">-0.10</span> </div>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>",1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,8.0702604,0.0515101,-0.0515101,"8.0702604&plusmn;0.0515101","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",7.9955300,0.0515805,-0.0515805,"7.9955300&plusmn;0.0515805",0.31057475998139006,-0.71195446533495022,0.62981279579897975,1302657699
